farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,crop_condition_description
FARM0323,South India,Maize,25.2,5.94,33.55,286.56,85.69,9.39,None,Organic,6.8,2024-02-24,2024-07-12,139,4016.87,SENS0323,2024-06-11,23.278043,79.585387,0.78,None,"Farm FARM0323 located in South India is cultivating Maize. The soil moisture is 25.2%, pH level is 5.94, and temperature is 33.55°C. Rainfall recorded is 286.56 mm with a humidity of 85.69% and sunlight duration of 9.39 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 6.8 ml. Crop sowing started on 2024-02-24 and is expected to be harvested by 2024-07-12, spanning 139 days. Yield is 4016.87 kg/hectare. Sensor used is SENS0323 with data recorded on 2024-06-11. Location coordinates are (23.278043, 79.585387). NDVI index is 0.78 and crop disease status is None."
FARM0324,South USA,Cotton,18.42,6.62,15.25,232.95,87.5,4.8,Manual,Organic,34.14,2024-01-01,2024-04-30,120,4676.14,SENS0324,2024-01-21,27.582612,87.158442,0.75,None,"Farm FARM0324 located in South USA is cultivating Cotton. The soil moisture is 18.42%, pH level is 6.62, and temperature is 15.25°C. Rainfall recorded is 232.95 mm with a humidity of 87.5% and sunlight duration of 4.8 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 34.14 ml. Crop sowing started on 2024-01-01 and is expected to be harvested by 2024-04-30, spanning 120 days. Yield is 4676.14 kg/hectare. Sensor used is SENS0324 with data recorded on 2024-01-21. Location coordinates are (27.582612, 87.158442). NDVI index is 0.75 and crop disease status is None."
FARM0325,South USA,Cotton,37.01,7.25,23.11,247.46,58.52,6.79,Drip,Mixed,8.18,2024-03-11,2024-07-12,123,2130.86,SENS0325,2024-05-04,28.8222,83.9611,0.67,Mild,"Farm FARM0325 located in South USA is cultivating Cotton. The soil moisture is 37.01%, pH level is 7.25, and temperature is 23.11°C. Rainfall recorded is 247.46 mm with a humidity of 58.52% and sunlight duration of 6.79 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 8.18 ml. Crop sowing started on 2024-03-11 and is expected to be harvested by 2024-07-12, spanning 123 days. Yield is 2130.86 kg/hectare. Sensor used is SENS0325 with data recorded on 2024-05-04. Location coordinates are (28.8222, 83.9611). NDVI index is 0.67 and crop disease status is Mild."
FARM0326,North India,Soybean,40.83,6.97,16.1,286.33,73.73,9.33,Drip,Inorganic,21.45,2024-03-02,2024-06-23,113,3465.73,SENS0326,2024-05-23,23.969761,71.340118,0.73,Mild,"Farm FARM0326 located in North India is cultivating Soybean. The soil moisture is 40.83%, pH level is 6.97, and temperature is 16.1°C. Rainfall recorded is 286.33 mm with a humidity of 73.73% and sunlight duration of 9.33 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 21.45 ml. Crop sowing started on 2024-03-02 and is expected to be harvested by 2024-06-23, spanning 113 days. Yield is 3465.73 kg/hectare. Sensor used is SENS0326 with data recorded on 2024-05-23. Location coordinates are (23.969761, 71.340118). NDVI index is 0.73 and crop disease status is Mild."
FARM0327,South India,Maize,18.35,5.73,24.57,284.79,69.01,9.75,Sprinkler,Mixed,39.24,2024-02-12,2024-07-08,147,3069.43,SENS0327,2024-05-30,16.928633,71.267384,0.51,Severe,"Farm FARM0327 located in South India is cultivating Maize. The soil moisture is 18.35%, pH level is 5.73, and temperature is 24.57°C. Rainfall recorded is 284.79 mm with a humidity of 69.01% and sunlight duration of 9.75 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 39.24 ml. Crop sowing started on 2024-02-12 and is expected to be harvested by 2024-07-08, spanning 147 days. Yield is 3069.43 kg/hectare. Sensor used is SENS0327 with data recorded on 2024-05-30. Location coordinates are (16.928633, 71.267384). NDVI index is 0.51 and crop disease status is Severe."
FARM0328,East Africa,Soybean,39.03,6.44,25.64,256.34,84.97,6.71,Manual,Mixed,47.54,2024-01-07,2024-06-02,147,5535.92,SENS0328,2024-01-29,12.00426,87.958917,0.47,None,"Farm FARM0328 located in East Africa is cultivating Soybean. The soil moisture is 39.03%, pH level is 6.44, and temperature is 25.64°C. Rainfall recorded is 256.34 mm with a humidity of 84.97% and sunlight duration of 6.71 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 47.54 ml. Crop sowing started on 2024-01-07 and is expected to be harvested by 2024-06-02, spanning 147 days. Yield is 5535.92 kg/hectare. Sensor used is SENS0328 with data recorded on 2024-01-29. Location coordinates are (12.00426, 87.958917). NDVI index is 0.47 and crop disease status is None."
FARM0329,North India,Rice,19.66,6.89,24.93,268.75,66.03,7.76,Manual,Inorganic,48.63,2024-03-05,2024-07-03,120,3386.8,SENS0329,2024-04-30,28.442731,70.429646,0.41,None,"Farm FARM0329 located in North India is cultivating Rice. The soil moisture is 19.66%, pH level is 6.89, and temperature is 24.93°C. Rainfall recorded is 268.75 mm with a humidity of 66.03% and sunlight duration of 7.76 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 48.63 ml. Crop sowing started on 2024-03-05 and is expected to be harvested by 2024-07-03, spanning 120 days. Yield is 3386.8 kg/hectare. Sensor used is SENS0329 with data recorded on 2024-04-30. Location coordinates are (28.442731, 70.429646). NDVI index is 0.41 and crop disease status is None."
FARM0330,South India,Soybean,32.56,6.32,21.86,211.51,56.32,7.56,None,Inorganic,18.68,2024-01-26,2024-05-14,109,2686.95,SENS0330,2024-02-28,15.669548,77.438046,0.47,None,"Farm FARM0330 located in South India is cultivating Soybean. The soil moisture is 32.56%, pH level is 6.32, and temperature is 21.86°C. Rainfall recorded is 211.51 mm with a humidity of 56.32% and sunlight duration of 7.56 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 18.68 ml. Crop sowing started on 2024-01-26 and is expected to be harvested by 2024-05-14, spanning 109 days. Yield is 2686.95 kg/hectare. Sensor used is SENS0330 with data recorded on 2024-02-28. Location coordinates are (15.669548, 77.438046). NDVI index is 0.47 and crop disease status is None."
FARM0331,South India,Maize,19.95,7.41,27.37,90.2,66.77,5.09,Sprinkler,Mixed,36.18,2024-03-26,2024-07-03,99,2645.02,SENS0331,2024-04-09,11.028786,76.332517,0.38,Moderate,"Farm FARM0331 located in South India is cultivating Maize. The soil moisture is 19.95%, pH level is 7.41, and temperature is 27.37°C. Rainfall recorded is 90.2 mm with a humidity of 66.77% and sunlight duration of 5.09 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 36.18 ml. Crop sowing started on 2024-03-26 and is expected to be harvested by 2024-07-03, spanning 99 days. Yield is 2645.02 kg/hectare. Sensor used is SENS0331 with data recorded on 2024-04-09. Location coordinates are (11.028786, 76.332517). NDVI index is 0.38 and crop disease status is Moderate."
FARM0332,Central USA,Rice,17.18,6.91,28.31,294.51,47.4,6.69,Sprinkler,Mixed,18.57,2024-01-13,2024-06-10,149,3997.67,SENS0332,2024-02-19,33.694726,88.556226,0.39,Moderate,"Farm FARM0332 located in Central USA is cultivating Rice. The soil moisture is 17.18%, pH level is 6.91, and temperature is 28.31°C. Rainfall recorded is 294.51 mm with a humidity of 47.4% and sunlight duration of 6.69 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 18.57 ml. Crop sowing started on 2024-01-13 and is expected to be harvested by 2024-06-10, spanning 149 days. Yield is 3997.67 kg/hectare. Sensor used is SENS0332 with data recorded on 2024-02-19. Location coordinates are (33.694726, 88.556226). NDVI index is 0.39 and crop disease status is Moderate."
FARM0333,Central USA,Cotton,41.36,7.44,30.08,298.52,73.34,8.8,None,Inorganic,36.01,2024-03-16,2024-08-10,147,2160.32,SENS0333,2024-08-04,12.921902,70.495912,0.67,Mild,"Farm FARM0333 located in Central USA is cultivating Cotton. The soil moisture is 41.36%, pH level is 7.44, and temperature is 30.08°C. Rainfall recorded is 298.52 mm with a humidity of 73.34% and sunlight duration of 8.8 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 36.01 ml. Crop sowing started on 2024-03-16 and is expected to be harvested by 2024-08-10, spanning 147 days. Yield is 2160.32 kg/hectare. Sensor used is SENS0333 with data recorded on 2024-08-04. Location coordinates are (12.921902, 70.495912). NDVI index is 0.67 and crop disease status is Mild."
FARM0334,South USA,Maize,13.24,5.61,27.83,195.86,51.11,9.61,Manual,Organic,6.01,2024-03-28,2024-07-24,118,4708.25,SENS0334,2024-04-08,34.395988,77.888472,0.59,None,"Farm FARM0334 located in South USA is cultivating Maize. The soil moisture is 13.24%, pH level is 5.61, and temperature is 27.83°C. Rainfall recorded is 195.86 mm with a humidity of 51.11% and sunlight duration of 9.61 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 6.01 ml. Crop sowing started on 2024-03-28 and is expected to be harvested by 2024-07-24, spanning 118 days. Yield is 4708.25 kg/hectare. Sensor used is SENS0334 with data recorded on 2024-04-08. Location coordinates are (34.395988, 77.888472). NDVI index is 0.59 and crop disease status is None."
FARM0335,Central USA,Cotton,15.18,7.21,22.39,143.21,54.23,6.11,None,Mixed,8.94,2024-03-15,2024-07-30,137,5970.39,SENS0335,2024-07-06,17.21585,86.113456,0.88,Severe,"Farm FARM0335 located in Central USA is cultivating Cotton. The soil moisture is 15.18%, pH level is 7.21, and temperature is 22.39°C. Rainfall recorded is 143.21 mm with a humidity of 54.23% and sunlight duration of 6.11 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 8.94 ml. Crop sowing started on 2024-03-15 and is expected to be harvested by 2024-07-30, spanning 137 days. Yield is 5970.39 kg/hectare. Sensor used is SENS0335 with data recorded on 2024-07-06. Location coordinates are (17.21585, 86.113456). NDVI index is 0.88 and crop disease status is Severe."
FARM0336,South USA,Rice,39.24,6.7,17.87,125.81,89.42,7.15,Manual,Organic,46.99,2024-03-25,2024-07-17,114,2353.79,SENS0336,2024-05-16,25.97015,75.466577,0.4,Severe,"Farm FARM0336 located in South USA is cultivating Rice. The soil moisture is 39.24%, pH level is 6.7, and temperature is 17.87°C. Rainfall recorded is 125.81 mm with a humidity of 89.42% and sunlight duration of 7.15 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 46.99 ml. Crop sowing started on 2024-03-25 and is expected to be harvested by 2024-07-17, spanning 114 days. Yield is 2353.79 kg/hectare. Sensor used is SENS0336 with data recorded on 2024-05-16. Location coordinates are (25.97015, 75.466577). NDVI index is 0.4 and crop disease status is Severe."
FARM0337,East Africa,Rice,16.97,7.16,20.79,172.65,81.14,5.81,Manual,Inorganic,30.17,2024-02-08,2024-05-09,91,5164.88,SENS0337,2024-02-27,16.566926,89.120532,0.8,Severe,"Farm FARM0337 located in East Africa is cultivating Rice. The soil moisture is 16.97%, pH level is 7.16, and temperature is 20.79°C. Rainfall recorded is 172.65 mm with a humidity of 81.14% and sunlight duration of 5.81 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 30.17 ml. Crop sowing started on 2024-02-08 and is expected to be harvested by 2024-05-09, spanning 91 days. Yield is 5164.88 kg/hectare. Sensor used is SENS0337 with data recorded on 2024-02-27. Location coordinates are (16.566926, 89.120532). NDVI index is 0.8 and crop disease status is Severe."
FARM0338,North India,Maize,24.6,6.48,28.76,111.19,45.97,5.66,Drip,Mixed,38.55,2024-03-16,2024-07-20,126,3744.27,SENS0338,2024-04-18,25.699901,79.520814,0.72,None,"Farm FARM0338 located in North India is cultivating Maize. The soil moisture is 24.6%, pH level is 6.48, and temperature is 28.76°C. Rainfall recorded is 111.19 mm with a humidity of 45.97% and sunlight duration of 5.66 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 38.55 ml. Crop sowing started on 2024-03-16 and is expected to be harvested by 2024-07-20, spanning 126 days. Yield is 3744.27 kg/hectare. Sensor used is SENS0338 with data recorded on 2024-04-18. Location coordinates are (25.699901, 79.520814). NDVI index is 0.72 and crop disease status is None."
FARM0339,Central USA,Soybean,35.65,5.54,20.19,195.41,47.31,6.77,Sprinkler,Inorganic,12.35,2024-02-12,2024-06-07,116,4544.99,SENS0339,2024-03-28,11.217873,75.833282,0.68,None,"Farm FARM0339 located in Central USA is cultivating Soybean. The soil moisture is 35.65%, pH level is 5.54, and temperature is 20.19°C. Rainfall recorded is 195.41 mm with a humidity of 47.31% and sunlight duration of 6.77 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 12.35 ml. Crop sowing started on 2024-02-12 and is expected to be harvested by 2024-06-07, spanning 116 days. Yield is 4544.99 kg/hectare. Sensor used is SENS0339 with data recorded on 2024-03-28. Location coordinates are (11.217873, 75.833282). NDVI index is 0.68 and crop disease status is None."
FARM0340,East Africa,Rice,36.83,5.87,16.89,238.16,67.19,9.23,Manual,Inorganic,35.84,2024-03-12,2024-06-16,96,4137.68,SENS0340,2024-04-26,30.58287,70.257953,0.61,Moderate,"Farm FARM0340 located in East Africa is cultivating Rice. The soil moisture is 36.83%, pH level is 5.87, and temperature is 16.89°C. Rainfall recorded is 238.16 mm with a humidity of 67.19% and sunlight duration of 9.23 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 35.84 ml. Crop sowing started on 2024-03-12 and is expected to be harvested by 2024-06-16, spanning 96 days. Yield is 4137.68 kg/hectare. Sensor used is SENS0340 with data recorded on 2024-04-26. Location coordinates are (30.58287, 70.257953). NDVI index is 0.61 and crop disease status is Moderate."
FARM0341,South USA,Cotton,21.91,7.32,17.05,88.64,51.06,5.13,Drip,Inorganic,25.72,2024-01-04,2024-05-25,142,2524.93,SENS0341,2024-01-08,21.987956,76.231469,0.52,Severe,"Farm FARM0341 located in South USA is cultivating Cotton. The soil moisture is 21.91%, pH level is 7.32, and temperature is 17.05°C. Rainfall recorded is 88.64 mm with a humidity of 51.06% and sunlight duration of 5.13 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 25.72 ml. Crop sowing started on 2024-01-04 and is expected to be harvested by 2024-05-25, spanning 142 days. Yield is 2524.93 kg/hectare. Sensor used is SENS0341 with data recorded on 2024-01-08. Location coordinates are (21.987956, 76.231469). NDVI index is 0.52 and crop disease status is Severe."
FARM0342,East Africa,Soybean,36.73,6.18,29.2,57.19,80.73,5.33,Sprinkler,Mixed,15.2,2024-01-07,2024-04-14,98,5924.44,SENS0342,2024-03-01,27.270453,85.680594,0.35,Severe,"Farm FARM0342 located in East Africa is cultivating Soybean. The soil moisture is 36.73%, pH level is 6.18, and temperature is 29.2°C. Rainfall recorded is 57.19 mm with a humidity of 80.73% and sunlight duration of 5.33 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 15.2 ml. Crop sowing started on 2024-01-07 and is expected to be harvested by 2024-04-14, spanning 98 days. Yield is 5924.44 kg/hectare. Sensor used is SENS0342 with data recorded on 2024-03-01. Location coordinates are (27.270453, 85.680594). NDVI index is 0.35 and crop disease status is Severe."
FARM0343,South USA,Wheat,16.87,5.57,28.2,198.29,63.45,9.45,Drip,Organic,18.57,2024-01-25,2024-04-30,96,5129.48,SENS0343,2024-04-11,15.13503,88.023497,0.41,Moderate,"Farm FARM0343 located in South USA is cultivating Wheat. The soil moisture is 16.87%, pH level is 5.57, and temperature is 28.2°C. Rainfall recorded is 198.29 mm with a humidity of 63.45% and sunlight duration of 9.45 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 18.57 ml. Crop sowing started on 2024-01-25 and is expected to be harvested by 2024-04-30, spanning 96 days. Yield is 5129.48 kg/hectare. Sensor used is SENS0343 with data recorded on 2024-04-11. Location coordinates are (15.13503, 88.023497). NDVI index is 0.41 and crop disease status is Moderate."
